fund_varied,multiplier,recipient_fund,weighted_allocation_pct,allocation_diff_pp,nashBargaining,credenceWeighted,mec,met,splitCycle,borda
all_gcr,0.0001,ea_awf,13.9125,1.1375,12.2500,12.2500,17.0000,17.0000,17.0000,17.0000
all_gcr,0.0001,givewell,19.6880,6.6350,20.0000,20.0000,0.0000,47.0000,20.1000,19.0000
all_gcr,0.0001,leaf,6.9455,2.0075,8.3500,8.3500,1.0000,8.0000,5.6000,6.0000
all_gcr,0.0001,longview_ai,16.2500,-7.0675,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000
all_gcr,0.0001,longview_nuclear,4.5980,0.3200,3.6000,3.6000,15.0000,0.0000,0.1000,0.0000
all_gcr,0.0001,navigation_fund_cagefree,15.6750,0.0325,15.5000,15.5000,16.0000,16.0000,16.0000,16.0000
all_gcr,0.0001,navigation_fund_general,15.9130,-2.1450,8.9000,8.9000,32.0000,12.0000,41.1000,42.0000
all_gcr,0.0001,sentinel_bio,7.0180,-0.9200,6.4000,6.4000,19.0000,0.0000,0.1000,0.0000
all_gcr,0.001,ea_awf,13.9125,1.1375,12.2500,12.2500,17.0000,17.0000,17.0000,17.0000
all_gcr,0.001,givewell,19.6880,6.6350,20.0000,20.0000,0.0000,47.0000,20.1000,19.0000
all_gcr,0.001,leaf,6.9455,2.0075,8.3500,8.3500,1.0000,8.0000,5.6000,6.0000
all_gcr,0.001,longview_ai,16.2500,-7.0675,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000
all_gcr,0.001,longview_nuclear,4.5980,0.3200,3.6000,3.6000,15.0000,0.0000,0.1000,0.0000
all_gcr,0.001,navigation_fund_cagefree,15.6750,0.0325,15.5000,15.5000,16.0000,16.0000,16.0000,16.0000
all_gcr,0.001,navigation_fund_general,15.9130,-2.1450,8.9000,8.9000,32.0000,12.0000,41.1000,42.0000
all_gcr,0.001,sentinel_bio,7.0180,-0.9200,6.4000,6.4000,19.0000,0.0000,0.1000,0.0000
all_gcr,0.01,ea_awf,13.9125,1.1375,12.2500,12.2500,17.0000,17.0000,17.0000,17.0000
all_gcr,0.01,givewell,19.7080,6.6550,20.0000,20.0000,0.0000,47.0000,20.1000,20.0000
all_gcr,0.01,leaf,6.9355,1.9975,8.3500,8.3500,1.0000,8.0000,5.6000,5.5000
all_gcr,0.01,longview_ai,16.2500,-7.0675,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000
all_gcr,0.01,longview_nuclear,4.5980,0.3200,3.6000,3.6000,15.0000,0.0000,0.1000,0.0000
all_gcr,0.01,navigation_fund_cagefree,15.6750,0.0325,15.5000,15.5000,16.0000,16.0000,16.0000,16.0000
all_gcr,0.01,navigation_fund_general,15.9030,-2.1550,8.9000,8.9000,32.0000,12.0000,41.1000,41.5000
all_gcr,0.01,sentinel_bio,7.0180,-0.9200,6.4000,6.4000,19.0000,0.0000,0.1000,0.0000
all_gcr,0.1,ea_awf,13.9125,1.1375,12.2500,12.2500,17.0000,17.0000,17.0000,17.0000
all_gcr,0.1,givewell,17.3280,4.2750,20.0000,20.0000,0.0000,18.0000,20.1000,46.0000
all_gcr,0.1,leaf,6.7555,1.8175,8.3500,8.3500,1.0000,6.0000,5.6000,6.5000
all_gcr,0.1,longview_ai,16.2500,-7.0675,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000
all_gcr,0.1,longview_nuclear,4.5980,0.3200,3.6000,3.6000,15.0000,0.0000,0.1000,0.0000
all_gcr,0.1,navigation_fund_cagefree,15.6750,0.0325,15.5000,15.5000,16.0000,16.0000,16.0000,16.0000
all_gcr,0.1,navigation_fund_general,18.3630,0.3050,8.9000,8.9000,32.0000,42.0000,41.1000,14.5000
all_gcr,0.1,sentinel_bio,7.1180,-0.8200,6.4000,6.4000,19.0000,1.0000,0.1000,0.0000
all_gcr,10,ea_awf,12.7025,-0.0725,10.4500,10.4500,17.0000,17.0000,16.5000,17.0000
all_gcr,10,givewell,8.3875,-4.6655,12.3500,12.3500,0.0000,0.0000,0.0000,18.0000
all_gcr,10,leaf,3.0550,-1.8830,4.3000,4.3000,1.0000,0.0000,0.0000,5.5000
all_gcr,10,longview_ai,25.9300,2.6125,35.0000,35.0000,0.0000,21.0000,13.5000,0.0000
all_gcr,10,longview_nuclear,8.0683,3.7903,5.5000,5.5000,15.0000,11.0000,14.1667,0.5000
all_gcr,10,navigation_fund_cagefree,15.6425,0.0000,15.4500,15.4500,16.0000,16.0000,16.0000,16.0000
all_gcr,10,navigation_fund_general,13.7892,-4.2688,7.4500,7.4500,32.0000,16.0000,21.3333,42.0000
all_gcr,10,sentinel_bio,12.4250,4.4870,9.5000,9.5000,19.0000,19.0000,18.5000,1.0000
all_gcr,100,ea_awf,6.2047,-6.5703,3.9000,3.9000,17.0000,1.0000,8.5167,16.9167
all_gcr,100,givewell,7.9655,-5.0875,12.2500,12.2500,0.0000,0.0000,0.0167,0.0833
all_gcr,100,leaf,1.9672,-2.9708,2.7500,2.7500,1.0000,0.0000,0.0167,1.4167
all_gcr,100,longview_ai,41.4483,18.1308,50.0000,50.0000,0.0000,61.0000,35.5833,0.0833
all_gcr,100,longview_nuclear,8.7867,4.5087,5.5000,5.5000,15.0000,15.0000,15.0000,13.0833
all_gcr,100,navigation_fund_cagefree,13.4613,-2.1812,14.0000,14.0000,16.0000,4.0000,15.5167,16.0000
all_gcr,100,navigation_fund_general,7.3413,-10.7167,2.1000,2.1000,32.0000,0.0000,6.3500,33.4167
all_gcr,100,sentinel_bio,12.8250,4.8870,9.5000,9.5000,19.0000,19.0000,19.0000,19.0000
all_gcr,1000,ea_awf,6.5337,-6.2413,3.9000,3.9000,17.0000,8.0000,3.9000,16.8333
all_gcr,1000,givewell,7.9678,-5.0852,12.2500,12.2500,0.0000,0.0000,0.0667,0.0000
all_gcr,1000,leaf,2.0595,-2.8785,2.7500,2.7500,1.0000,1.0000,0.0667,0.8333
all_gcr,1000,longview_ai,39.8867,16.5692,50.0000,50.0000,0.0000,36.0000,47.3333,0.0000
all_gcr,1000,longview_nuclear,8.8250,4.5470,5.5000,5.5000,15.0000,15.0000,15.0000,15.0000
all_gcr,1000,navigation_fund_cagefree,14.4520,-1.1905,14.0000,14.0000,16.0000,16.0000,12.9000,16.0000
all_gcr,1000,navigation_fund_general,7.4603,-10.5977,2.1000,2.1000,32.0000,5.0000,1.7333,32.8333
all_gcr,1000,sentinel_bio,12.8150,4.8770,9.5000,9.5000,19.0000,19.0000,19.0000,18.5000
all_gcr,10000,ea_awf,6.5150,-6.2600,3.9000,3.9000,17.0000,8.0000,3.6667,16.8333
all_gcr,10000,givewell,7.9625,-5.0905,12.2500,12.2500,0.0000,0.0000,0.0000,0.0000
all_gcr,10000,leaf,2.0542,-2.8838,2.7500,2.7500,1.0000,1.0000,0.0000,0.8333
all_gcr,10000,longview_ai,39.9533,16.6358,50.0000,50.0000,0.0000,36.0000,48.1667,0.0000
all_gcr,10000,longview_nuclear,8.8250,4.5470,5.5000,5.5000,15.0000,15.0000,15.0000,15.0000
all_gcr,10000,navigation_fund_cagefree,14.4333,-1.2092,14.0000,14.0000,16.0000,16.0000,12.6667,16.0000
all_gcr,10000,navigation_fund_general,7.4417,-10.6163,2.1000,2.1000,32.0000,5.0000,1.5000,32.8333
all_gcr,10000,sentinel_bio,12.8150,4.8770,9.5000,9.5000,19.0000,19.0000,19.0000,18.5000
all_aw,0.25,ea_awf,10.5142,-2.2608,8.7500,8.7500,11.0000,17.0000,14.8333,14.5000
all_aw,0.25,givewell,21.8375,8.7845,18.1500,18.1500,25.0000,10.0000,53.0000,52.5000
all_aw,0.25,leaf,6.0917,1.1537,6.7000,6.7000,6.0000,2.0000,6.3333,6.5000
all_aw,0.25,longview_ai,23.3500,0.0325,35.0000,35.0000,0.0000,6.0000,0.0000,0.0000
all_aw,0.25,longview_nuclear,4.9700,0.6920,2.8000,2.8000,15.0000,9.0000,0.0000,0.0000
all_aw,0.25,navigation_fund_cagefree,15.5375,-0.1050,15.3500,15.3500,16.0000,16.0000,15.5000,16.0000
all_aw,0.25,navigation_fund_general,8.3692,-9.6888,6.0500,6.0500,8.0000,22.0000,10.3333,10.5000
all_aw,0.25,sentinel_bio,9.3300,1.3920,7.2000,7.2000,19.0000,18.0000,0.0000,0.0000
all_aw,0.5,ea_awf,11.9300,-0.8450,9.2000,9.2000,17.0000,17.0000,17.0000,17.0000
all_aw,0.5,givewell,16.5855,3.5325,17.3500,17.3500,10.0000,0.0000,38.1000,38.0000
all_aw,0.5,leaf,5.6905,0.7525,6.6500,6.6500,5.0000,0.0000,6.1000,6.5000
all_aw,0.5,longview_ai,23.1500,-0.1675,35.0000,35.0000,0.0000,4.0000,0.0000,0.0000
all_aw,0.5,longview_nuclear,4.7780,0.5000,2.8000,2.8000,15.0000,7.0000,0.1000,0.0000
all_aw,0.5,navigation_fund_cagefree,15.5775,-0.0650,15.3500,15.3500,16.0000,16.0000,16.0000,16.0000
all_aw,0.5,navigation_fund_general,13.3505,-4.7075,6.4500,6.4500,18.0000,42.0000,22.6000,22.5000
all_aw,0.5,sentinel_bio,8.9380,1.0000,7.2000,7.2000,19.0000,14.0000,0.1000,0.0000
all_aw,2,ea_awf,13.6200,0.8450,11.8000,11.8000,17.0000,17.0000,17.0000,17.0000
all_aw,2,givewell,13.0575,0.0045,15.1500,15.1500,0.0000,13.0000,19.1000,19.1000
all_aw,2,leaf,3.9525,-0.9855,4.8500,4.8500,0.0000,2.0000,6.1000,5.6000
all_aw,2,longview_ai,22.8970,-0.4205,34.3000,34.3000,0.0000,6.0000,0.0000,0.1000
all_aw,2,longview_nuclear,4.1800,-0.0980,2.8000,2.8000,15.0000,1.0000,0.1000,0.1000
all_aw,2,navigation_fund_cagefree,15.6425,-0.0000,15.4500,15.4500,16.0000,16.0000,16.0000,16.0000
all_aw,2,navigation_fund_general,18.8105,0.7525,8.4500,8.4500,33.0000,42.0000,41.6000,42.0000
all_aw,2,sentinel_bio,7.8400,-0.0980,7.2000,7.2000,19.0000,3.0000,0.1000,0.1000
all_aw,4,ea_awf,14.8550,2.0800,13.7000,13.7000,17.0000,17.0000,17.0000,17.0000
all_aw,4,givewell,12.6170,-0.4360,14.7000,14.7000,0.0000,17.0000,12.2500,19.1000
all_aw,4,leaf,3.9645,-0.9735,4.8500,4.8500,0.0000,2.0000,6.2500,5.6000
all_aw,4,longview_ai,21.3295,-1.9880,31.1500,31.1500,0.0000,6.0000,6.0000,0.1000
all_aw,4,longview_nuclear,4.0920,-0.1860,2.8000,2.8000,15.0000,0.0000,0.2500,0.1000
all_aw,4,navigation_fund_cagefree,15.7400,0.0975,15.6000,15.6000,16.0000,16.0000,16.0000,16.0000
all_aw,4,navigation_fund_general,19.8500,1.7920,10.0000,10.0000,33.0000,42.0000,42.0000,42.0000
all_aw,4,sentinel_bio,7.5520,-0.3860,7.2000,7.2000,19.0000,0.0000,0.2500,0.1000
all_ghd,0.5,ea_awf,13.2950,0.5200,11.3000,11.3000,17.0000,17.0000,17.0000,17.0000
all_ghd,0.5,givewell,12.9955,-0.0575,15.1500,15.1500,0.0000,14.0000,17.1000,19.0000
all_ghd,0.5,leaf,4.2205,-0.7175,4.8500,4.8500,0.0000,5.0000,5.6000,6.0000
all_ghd,0.5,longview_ai,22.7175,-0.6000,34.9500,34.9500,0.0000,0.0000,0.0000,0.0000
all_ghd,0.5,longview_nuclear,4.3580,0.0800,2.8000,2.8000,15.0000,2.0000,1.1000,0.0000
all_ghd,0.5,navigation_fund_cagefree,15.7400,0.0975,15.6000,15.6000,16.0000,16.0000,16.0000,16.0000
all_ghd,0.5,navigation_fund_general,18.6155,0.5575,8.1500,8.1500,33.0000,42.0000,41.6000,42.0000
all_ghd,0.5,sentinel_bio,8.0580,0.1200,7.2000,7.2000,19.0000,4.0000,1.6000,0.0000
all_ghd,1.5,ea_awf,12.1867,-0.5883,9.6000,9.6000,17.0000,17.0000,17.0000,16.8333
all_ghd,1.5,givewell,16.1130,3.0600,16.5000,16.5000,4.0000,17.0000,30.6000,32.0000
all_ghd,1.5,leaf,5.8772,0.9392,6.6500,6.6500,5.0000,2.0000,6.1000,5.8333
all_ghd,1.5,longview_ai,22.7175,-0.6000,34.9500,34.9500,0.0000,0.0000,0.0000,0.0000
all_ghd,1.5,longview_nuclear,4.2780,0.0000,2.8000,2.8000,15.0000,2.0000,0.1000,0.0000
all_ghd,1.5,navigation_fund_cagefree,15.6100,-0.0325,15.4000,15.4000,16.0000,16.0000,16.0000,16.0000
all_ghd,1.5,navigation_fund_general,15.2797,-2.7783,6.9000,6.9000,24.0000,42.0000,30.1000,29.3333
all_ghd,1.5,sentinel_bio,7.9380,0.0000,7.2000,7.2000,19.0000,4.0000,0.1000,0.0000
all_ghd,2,ea_awf,11.8650,-0.9100,9.1000,9.1000,17.0000,17.0000,17.0000,17.0000
all_ghd,2,givewell,18.3055,5.2525,17.3500,17.3500,10.0000,17.0000,38.1000,39.0000
all_ghd,2,leaf,5.8905,0.9525,6.6500,6.6500,5.0000,2.0000,6.1000,6.5000
all_ghd,2,longview_ai,22.7175,-0.6000,34.9500,34.9500,0.0000,0.0000,0.0000,0.0000
all_ghd,2,longview_nuclear,4.2780,0.0000,2.8000,2.8000,15.0000,2.0000,0.1000,0.0000
all_ghd,2,navigation_fund_cagefree,15.6425,0.0000,15.4500,15.4500,16.0000,16.0000,16.0000,16.0000
all_ghd,2,navigation_fund_general,13.3630,-4.6950,6.5000,6.5000,18.0000,42.0000,22.6000,21.5000
all_ghd,2,sentinel_bio,7.9380,0.0000,7.2000,7.2000,19.0000,4.0000,0.1000,0.0000
